Models,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel
2023_Ford_EXPLORER TIMBERLINE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,21,20
2023_Ford_EXPLORER TIMBERLINE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,21
2023_GENESIS_GV80 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,24,22
2023_GENESIS_GV80 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_GMC_ACADIA AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_GMC_ACADIA AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21
2023_GMC_YUKON 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,20,26,22
2023_GMC_YUKON 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_GMC_YUKON 4WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,18,16
2023_GMC_YUKON XL 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,20,26,22
2023_GMC_YUKON XL 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,16
2023_GMC_YUKON XL 4WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,18,16
2023_Honda_PILOT AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_Honda_Pilot AWD Touring/Elite/Black,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_Honda_Pilot AWD TRAILSPORT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_INFINITI_QX60 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,25,22
2023_INFINITI_QX80 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,19,15
2023_INFINITI_QX80 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,19,15
2023_Jeep_Grand Cherokee 4X4,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,14,22,17
2023_Jeep_Grand Cherokee L 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21
2023_Jeep_Grand Cherokee L 4X4,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,14,22,17
2023_Jeep_Grand Wagoneer 4x4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,20,17
2023_Jeep_Grand Wagoneer 4x4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_Jeep_Grand Wagoneer L 4x4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,19,16
2023_Jeep_Wagoneer 4x4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19
2023_Jeep_Wagoneer 4x4,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_Jeep_Wagoneer L 4x4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19
2023_Lamborghini_Urus S,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,19,16
2023_Land Rover_Defender 110,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,20,19
2023_Land Rover_Defender 110,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,19,16
2023_Land Rover_Defender 110 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Land Rover_Defender 130 P300 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,21,19
2023_Land Rover_Defender 130 P400 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,21,19
2023_Land Rover_Defender 90,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,21,19
2023_Land Rover_Defender 90,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,19,16
2023_Land Rover_Defender 90 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Land Rover_Discovery,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21
2023_Land Rover_Discovery MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,22
2023_Land Rover_New Range Rover,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Land Rover_New Range Rover,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Land Rover_New Range Rover LWB,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Land Rover_New Range Rover LWB,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Land Rover_New Range Rover P360 LWB MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Land Rover_New Range Rover P360 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Land Rover_New Range Rover P400 LWB MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Land Rover_New Range Rover P400 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Land Rover_New Range Rover Sport,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Land Rover_New Range Rover Sport P360 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22
2023_Land Rover_New Range Rover Sport P400 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_LEXUS_GX 460,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,19,16
2023_LEXUS_LX 600,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,22,19
2023_Lincoln_AVIATOR AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,24,20
2023_Lincoln_NAVIGATOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,21,17
2023_Lincoln_NAVIGATOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,22,18
2023_MASERATI_LEVANTE GT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,22,18
2023_MASERATI_LEVANTE MODENA,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,22,18
2023_MASERATI_LEVANTE MODENA V8,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,20,16
2023_MASERATI_LEVANTE TROFEO,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,20,16
2023_Mercedes-Benz_AMG GLE 53 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,22,19
2023_Mercedes-Benz_AMG GLE 53 4MATIC+ (coupe),Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,21,19
2023_Mercedes-Benz_AMG GLE 63 S 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,20,17
2023_Mercedes-Benz_AMG GLE 63 S 4MATIC+ (coupe),Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,19,17
2023_Mercedes-Benz_AMG GLS 63 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,19,16
2023_Mercedes-Benz_G 550,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,16,14
2023_Mercedes-Benz_GLE 450 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,25,22
2023_Mercedes-Benz_GLE 580 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,21,18
2023_Mercedes-Benz_GLS 450 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,23,20
2023_Mercedes-Benz_GLS 580 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,21,18
2023_Mercedes-Benz_GLS 600 4MATIC Maybach,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,20,17
2023_NISSAN_ARMADA 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_NISSAN_ARMADA 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_Porsche_Cayenne,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,22,19
2023_Porsche_Cayenne GTS,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,19,17
2023_Porsche_Cayenne GTS Coupe,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,19,17
2023_Porsche_Cayenne S,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,22,18
2023_Porsche_Cayenne S Coupe,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,21,18
2023_Porsche_Cayenne Turbo,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,19,16
2023_Porsche_Cayenne Turbo Coup¨¦,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,20,17
2023_Porsche_Cayenne Turbo GT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,19,16
2023_Subaru_ASCENT AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,22
2023_Subaru_ASCENT LIMITED/TOURING/ONYX AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_TOYOTA_4RUNNER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,19,17
2023_TOYOTA_4RUNNER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,19,17
2023_TOYOTA_HIGHLANDER HYBRID AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,35,35,35
2023_TOYOTA_HIGHLANDER HYBRID AWD LTD/PLAT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,35,34,35
2023_TOYOTA_SEQUOIA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20
"2023_Volvo Cars of North America, LLC_XC90 B5 AWD",Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,28,25
"2023_Volvo Cars of North America, LLC_XC90 B6 AWD",Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,26,22
